city_id,city_name,city_state,state,latitude,longitude,population
TX2461700,Leander,"Leander,TX",TX,30.5736134,-97.8567339,82879
MO0480800,Lee's Summit,"Lee's Summit,MO",MO,38.9107156,-94.3821295,104880
KS0461000,Lenexa,"Lenexa,KS",KS,38.9697458,-94.7845837,59913
TX0610600,Lewisville,"Lewisville,TX",TX,33.046233,-96.994174,137042
KY0340200,Lexington,"Lexington,KY",KY,38.0464066,-84.4970393,330994
SC0320000,Lexington,"Lexington,SC",SC,,,238755
CA0310300,Lincoln,"Lincoln,CA",CA,38.8915741,-121.29318,57962
NB0550100,Lincoln,"Lincoln,NE",NE,40.8088861,-96.7077751,302860
TX0611300,Little Elm,"Little Elm,TX",TX,33.1626194,-96.9375051,65337
AR0600200,Little Rock,"Little Rock,AR",AR,34.7465071,-92.2896267,205320
CA0010700,Livermore,"Livermore,CA",CA,37.6820583,-121.768053,84137
LA0320000,Livingston,"Livingston,LA",LA,,,138874
MI4714700,Livingston,"Livingston,MI",MI,,,129867
MI8253800,Livonia,"Livonia,MI",MI,42.36837,-83.3527097,92547
UT0030100,Logan,"Logan,UT",UT,41.7313063,-111.834914,57792
CA0194100,Long Beach,"Long Beach,CA",CA,33.7690164,-118.191604,447317
CO0070400,Longmont,"Longmont,CO",CO,40.1672117,-105.101928,98654
TX0920500,Longview,"Longview,TX",TX,32.5007031,-94.74049,81717
OH0470500,Lorain,"Lorain,OH",OH,41.2633554,-82.1734746,65882
CA0190000,Los Angeles,"Los Angeles,CA",CA,34.0536909,-118.242766,945223
CA0194200,Los Angeles,"Los Angeles,CA",CA,34.0536909,-118.242766,3874484
VA0530000,Loudoun,"Loudoun,VA",VA,,,390033
KY0568000,Louisville,"Louisville,KY",KY,38.2542376,-85.759407,691630
CO0350400,Loveland,"Loveland,CO",CO,40.3977612,-105.07498,82330
MA0092600,Lowell,"Lowell,MA",MA,42.6414437,-71.3085329,121283
PA0461400,Lower Merion,"Lower Merion,PA",PA,40.0175203,-75.3191122,64974
PA0220400,Lower Paxton,"Lower Paxton,PA",PA,40.3364576,-76.7987828,55909
TX1520200,Lubbock,"Lubbock,TX",TX,33.5855677,-101.8470215,275713
VA1140000,Lynchburg,"Lynchburg,VA",VA,37.4137536,-79.1422464,80846
MA0051400,Lynn,"Lynn,MA",MA,42.466763,-70.9494939,103819
MI5015000,Macomb,"Macomb,MI",MI,,,192263
CA0200200,Madera,"Madera,CA",CA,37.1716264,-119.7737991,69753
WI0130100,Madison,"Madison,WI",WI,43.07469,-89.3841663,287992
MA0092700,Malden,"Malden,MA",MA,42.4268484,-71.0683741,66677
CT0007700,Manchester,"Manchester,CT",CT,41.7834017,-72.5231973,60061
NH0063400,Manchester,"Manchester,NH",NH,42.9956397,-71.4547891,116606
TX2202000,Mansfield,"Mansfield,TX",TX,32.563487,-97.1420308,76661
CA0390300,Manteca,"Manteca,CA",CA,37.7986184,-121.2117148,97039
MN0272700,Maple Grove,"Maple Grove,MN",MN,45.0984983,-93.4419222,73363
AZ0100900,Marana,"Marana,AZ",AZ,32.4483736,-111.211475,65094
AZ0111700,Maricopa,"Maricopa,AZ",AZ,33.34883,-112.49123,81890
GA0330300,Marietta,"Marietta,GA",GA,33.9528472,-84.5496148,63657
TX1080800,McAllen,"McAllen,TX",TX,26.204114,-98.2300605,150422
TX0430500,Mckinney,"Mckinney,TX",TX,33.1976496,-96.6154471,235731
MA0093000,Medford,"Medford,MA",MA,42.4184296,-71.1061639,59842
OR0150400,Medford,"Medford,OR",OR,42.3264181,-122.8718605,86298
TNMPD0000,Memphis,"Memphis,TN",TN,35.146026,-90.0517786,606629
CA0240600,Merced,"Merced,CA",CA,37.1641544,-120.7678602,98482
CT0008000,Meriden,"Meriden,CT",CT,41.5381803,-72.8026908,60906
ID0010300,Meridian,"Meridian,ID",ID,43.6086295,-116.392326,145320
AZ0071700,Mesa,"Mesa,AZ",AZ,33.4151005,-111.831455,519990
TX0571800,Mesquite,"Mesquite,TX",TX,32.7666103,-96.599472,149974
MA0051900,Methuen,"Methuen,MA",MA,42.7262016,-71.1908924,54591
FL0130600,Miami,"Miami,FL",FL,25.7741566,-80.1935973,498792
FL0130700,Miami Beach,"Miami Beach,FL",FL,25.7929198,-80.1353006,83453
OH0090300,Middletown,"Middletown,OH",OH,39.516644,-84.4041725,48611
TX1650100,Midland,"Midland,TX",TX,31.83688,-102.0103767,146395
OK0550400,Midwest City,"Midwest City,OK",OK,35.4495097,-97.3967025,58515
CT0008400,Milford,"Milford,CT",CT,41.2222218,-73.0570603,53760
PA0250300,Millcreek,"Millcreek,PA",PA,42.1009734,-80.020827,52826
CA0430800,Milpitas,"Milpitas,CA",CA,37.4332273,-121.8989248,79749
WIMPD0000,Milwaukee,"Milwaukee,WI",WI,43.0386475,-87.9090751,559717
MN0271100,Minneapolis,"Minneapolis,MN",MN,44.9772995,-93.2654692,428057
MN0271200,Minnetonka,"Minnetonka,MN",MN,44.9405086,-93.4638936,52294
TX1081000,Mission,"Mission,TX",TX,26.2159066,-98.3252932,89265
CA030350X,Mission Viejo,"Mission Viejo,CA",CA,33.5965685,-117.659405,90944
MT0320100,Missoula,"Missoula,MT",MT,46.8701049,-113.995267,79184
TX0790100,Missouri City,"Missouri City,TX",TX,29.6185669,-95.5377215,73502
AL0020100,Mobile,"Mobile,AL",AL,30.6913462,-88.0437509,255927
CA0270000,Monterey,"Monterey,CA",CA,,,101058
CA0194800,Monterey Park,"Monterey Park,CA",CA,34.051522,-118.129807,57293
MD0160400,Montgomery,"Montgomery,MD",MD,,,924573
TX1700000,Montgomery,"Montgomery,TX",TX,,,622789
OK0140100,Moore,"Moore,OK",OK,35.3383254,-97.4867045,64044
NC0490100,Mooresville,"Mooresville,NC",NC,35.5848596,-80.8100724,53489
SC0100300,Mount Pleasant,"Mount Pleasant,SC",SC,32.7940651,-79.8625851,96727
IL0167200,Mount Prospect,"Mount Prospect,IL",IL,42.0664167,-87.9372908,55157
NY0590300,Mount Vernon,"Mount Vernon,NY",NY,40.9125085,-73.8386504,71615
CA0431100,Mountain View,"Mountain View,CA",CA,37.3893889,-122.0832101,88504
IN0180100,Muncie,"Muncie,IN",IN,40.1936892,-85.3865271,65375
TN0750100,Murfreesboro,"Murfreesboro,TN",TN,35.8460396,-86.3921096,172248
CA0334200,Murrieta,"Murrieta,CA",CA,33.560832,-117.210656,112892
ID0140200,Nampa,"Nampa,ID",ID,43.5780381,-116.5616885,121713
CA0280200,Napa,"Napa,CA",CA,38.4898675,-122.3218414,76328
NH0064600,Nashua,"Nashua,NH",NH,42.7656251,-71.4677032,92016
TN0190100,Nashville,"Nashville,TN",TN,36.1622767,-86.7742984,718499
NY0290000,Nassau,"Nassau,NY",NY,,,1091921
CA0370900,National City,"National City,CA",CA,32.6781085,-117.0991967,57748
MA0031100,New Bedford,"New Bedford,MA",MA,41.6362152,-70.934205,101139
TX0460100,New Braunfels,"New Braunfels,TX",TX,29.7028266,-98.1257348,96032
CT0008900,New Britain,"New Britain,CT",CT,41.6612104,-72.7795419,76622
NC0650000,New Hanover,"New Hanover,NC",NC,,,108399
CT0009300,New Haven,"New Haven,CT",CT,41.3082138,-72.9250518,139715
LANPD0000,New Orleans,"New Orleans,LA",LA,29.9561422,-90.0733934,360272
NY0590400,New Rochelle,"New Rochelle,NY",NY,40.9115386,-73.7826363,86892
NY0303000,New York City,"New York City,NY",NY,40.7127281,-74.0060152,8496850
NJNPD0000,Newark,"Newark,NJ",NJ,40.735657,-74.1723667,318638
OH0450100,Newark,"Newark,OH",OH,40.0581205,-82.4012643,51776
CA0301400,Newport Beach,"Newport Beach,CA",CA,33.6170092,-117.9294401,82431
VA1160000,Newport News,"Newport News,VA",VA,36.9775016,-76.42977,182798
MA0093300,Newton,"Newton,MA",MA,42.3300435,-71.194862,90939
IN0290200,Noblesville,"Noblesville,IN",IN,40.0460881,-86.0139854,76565
VA1170000,Norfolk,"Norfolk,VA",VA,36.8493695,-76.2899539,230068
IL0570200,Normal,"Normal,IL",IL,40.5092961,-88.9843937,53374
OK0140200,Norman,"Norman,OK",OK,35.2225717,-97.4394816,131728
NJ0090800,North Bergen Township,"North Bergen Township,NJ",NJ,40.2869637,-74.41158,61290
SC0100800,North Charleston,"North Charleston,SC",SC,32.8546197,-79.9748103,96757
NV0020200,North Las Vegas,"North Las Vegas,NV",NV,36.2005191,-115.1214745,302881
AR0600300,North Little Rock,"North Little Rock,AR",AR,34.769536,-92.2670941,64455
TX2202100,North Richland Hills,"North Richland Hills,TX",TX,32.8342952,-97.2289029,71725
CT0010300,Norwalk,"Norwalk,CT",CT,41.1175966,-73.4078968,94366
CA0210600,Novato,"Novato,CA",CA,38.1061979,-122.5681191,52105
MI6362700,Novi,"Novi,MI",MI,42.48059,-83.4754913,68068
MO0920100,O'Fallon,"O'Fallon,MO",MO,38.7902503,-90.7033292,96304
IL0168000,Oak Lawn,"Oak Lawn,IL",IL,41.7108662,-87.7581081,56136
CA0371000,Oceanside,"Oceanside,CA",CA,33.1958696,-117.379483,170168
TX0680200,Odessa,"Odessa,TX",TX,31.8457149,-102.367687,116665
UT0290100,Ogden,"Ogden,UT",UT,41.2230048,-111.9738429,89001
OK0550600,Oklahoma City,"Oklahoma City,OK",OK,35.4729886,-97.5170536,543998
NB0280200,Omaha,"Omaha,NE",NE,41.2587459,-95.9383758,488395
NC0670000,Onslow,"Onslow,NC",NC,,,130093
UT0250300,Orem,"Orem,UT",UT,40.2981599,-111.6944313,96209
WI0710300,Oshkosh,"Oshkosh,WI",WI,44.0206919,-88.5408574,67327
MI7017000,Ottawa,"Ottawa,MI",MI,,,263814
KY0300100,Owensboro,"Owensboro,KY",KY,37.7742152,-87.1133304,60774
CA0560400,Oxnard,"Oxnard,CA",CA,34.1976308,-119.180381,200296
IL0168400,Palatine,"Palatine,IL",IL,42.1105502,-88.0434304,65532
CA0431200,Palo Alto,"Palo Alto,CA",CA,37.4443293,-122.1598465,67491
CO0180500,Parker,"Parker,CO",CO,39.5184514,-104.7612638,67244
TX1840000,Parker,"Parker,TX",TX,,,121108
OH0184200,Parma,"Parma,OH",OH,41.3822398,-81.7355692,78925
CA0195300,Pasadena,"Pasadena,CA",CA,34.1476507,-118.144155,136663
TX1011500,Pasadena,"Pasadena,TX",TX,29.6910753,-95.2092076,149168
NJ0160800,Paterson,"Paterson,NJ",NJ,40.9167654,-74.171811,160567
GA1100000,Paulding,"Paulding,GA",GA,,,172495
RI0040800,Pawtucket,"Pawtucket,RI",RI,41.8789531,-71.3821203,77252
MA0052500,Peabody,"Peabody,MA",MA,42.5278731,-70.9286609,55523
TX0201000,Pearland,"Pearland,TX",TX,29.5639758,-95.2864299,116191
AZ0072100,Peoria,"Peoria,AZ",AZ,33.5806115,-112.237294,201962
CA0490800,Petaluma,"Petaluma,CA",CA,38.2325829,-122.636465,59305
TX2270900,Pflugerville,"Pflugerville,TX",TX,30.4393696,-97.6200043,66958
TX1081100,Pharr,"Pharr,TX",TX,26.1947962,-98.1836216,81470
PAPEP0000,Philadelphia,"Philadelphia,PA",PA,39.9527237,-75.1635262,1562379
AZ0072300,Phoenix,"Phoenix,AZ",AZ,33.4484367,-112.074141,1688662
AZ0100000,Pima,"Pima,AZ",AZ,,,366196
AZ0110000,Pinal,"Pinal,AZ",AZ,,,245258
PAPPD0000,Pittsburgh,"Pittsburgh,PA",PA,40.4406968,-80.0025666,306794
MA0022200,Pittsfield,"Pittsfield,MA",MA,42.4484778,-73.2541069,42944
CA0310000,Placer,"Placer,CA",CA,,,125475
TX0430600,Plano,"Plano,TX",TX,33.0136764,-96.6925096,289301
CA0011100,Pleasanton,"Pleasanton,CA",CA,37.6624312,-121.8746789,74698
MA0122000,Plymouth,"Plymouth,MA",MA,41.9426657,-70.7618592,67967
MN0271700,Plymouth,"Plymouth,MN",MN,45.0065149,-93.46651,77963
ID0030200,Pocatello,"Pocatello,ID",ID,42.8620287,-112.450627,58690
CA0195500,Pomona,"Pomona,CA",CA,34.0553813,-117.7517496,147214
MI631900X,Pontiac,"Pontiac,MI",MI,42.6389216,-83.2910468,61871
TX1230700,Port Arthur,"Port Arthur,TX",TX,29.8716577,-93.9332302,55661
FL0560200,Port St Lucie,"Port St Lucie,FL",FL,27.2939333,-80.3503283,273427
CA0540500,Porterville,"Porterville,CA",CA,36.06523,-119.0167679,63646
OR0260200,Portland,"Portland,OR",OR,45.5202471,-122.674194,628991
VA1200000,Portsmouth,"Portsmouth,VA",VA,36.8320081,-76.297699,96362
AZ0131100,Prescott Valley,"Prescott Valley,AZ",AZ,34.5950776,-112.3338634,52622
MD0172100,Prince George's,"Prince George's,MD",MD,,,741477
VA0750300,Prince William,"Prince William,VA",VA,,,492615
RI0040900,Providence,"Providence,RI",RI,41.8239891,-71.4128343,195376
UT0250600,Provo,"Provo,UT",UT,40.2337289,-111.6587085,115576
CO0510100,Pueblo,"Pueblo,CO",CO,38.263995,-104.6141867,110981
MA0112000,Quincy,"Quincy,MA",MA,42.2509914,-71.0037374,103649
WI0520200,Racine,"Racine,WI",WI,42.7313756,-87.7834769,78032
NC0920100,Raleigh,"Raleigh,NC",NC,35.7803977,-78.6390989,507048
SD0510100,Rapid City,"Rapid City,SD",SD,44.0806041,-103.228023,81185
PA0061400,Reading,"Reading,PA",PA,40.335345,-75.9279495,99299
CA0360800,Redlands,"Redlands,CA",CA,34.0550328,-117.1827445,74542
WA0171200,Redmond,"Redmond,WA",WA,47.6694141,-122.1238767,84564
CA0195600,Redondo Beach,"Redondo Beach,CA",CA,33.8398289,-118.3845942,67280
CA0411300,Redwood City,"Redwood City,CA",CA,37.4863239,-122.232523,82769
NV0160100,Reno,"Reno,NV",NV,39.5261788,-119.812658,286060
MA0130400,Revere,"Revere,MA",MA,42.4084302,-71.0119948,60265
TX0572000,Richardson,"Richardson,TX",TX,32.9481789,-96.7297206,75187
WA0030200,Richland,"Richland,WA",WA,46.2804298,-119.275205,65273
CA0071000,Richmond,"Richmond,CA",CA,37.9357576,-122.347748,115149
VA1220000,Richmond,"Richmond,VA",VA,37.5385087,-77.43428,235995
CA0331300,Riverside,"Riverside,CA",CA,33.9824949,-117.374238,325858
VA1230000,Roanoke,"Roanoke,VA",VA,37.270973,-79.9414313,97682
MN0550100,Rochester,"Rochester,MN",MN,44.0234387,-92.4630182,124142
NY0270100,Rochester,"Rochester,NY",NY,43.157285,-77.615214,206391
MI631910X,Rochester Hills,"Rochester Hills,MI",MI,42.6583661,-83.1499322,75845
SC0460300,Rock Hill,"Rock Hill,SC",SC,34.9248667,-81.0250784,76087
IL1010400,Rockford,"Rockford,IL",IL,42.2713945,-89.093966,147184
CA0310400,Rocklin,"Rocklin,CA",CA,38.7907339,-121.2357828,75993
TX1990100,Rockwall,"Rockwall,TX",TX,32.8923464,-96.4066987,55108
NC0330100,Rocky Mount,"Rocky Mount,NC",NC,35.9423833,-77.7956949,39283
CA0310500,Roseville,"Roseville,CA",CA,38.7521235,-121.2880059,167225
GA0600500,Roswell,"Roswell,GA",GA,34.02332,-84.360022,92178
TX2460500,Round Rock,"Round Rock,TX",TX,30.5085915,-97.6788056,137413
TX0573300,Rowlett,"Rowlett,TX",TX,32.9029017,-96.56388,60831
MI6371400,Royal Oak,"Royal Oak,MI",MI,42.4894801,-83.1446485,58300
TN0750000,Rutherford,"Rutherford,TN",TN,,,108849
CA0340000,Sacramento,"Sacramento,CA",CA,38.5810606,-121.493895,602628
CA0340400,Sacramento,"Sacramento,CA",CA,38.5810606,-121.493895,538389
OR0240200,Salem,"Salem,OR",OR,44.9391565,-123.033121,150898
UT0180300,Salt Lake City,"Salt Lake City,UT",UT,40.7596198,-111.886797,222304
TX2260100,San Angelo,"San Angelo,TX",TX,31.4649685,-100.4405094,100184
TXSPD0000,San Antonio,"San Antonio,TX",TX,29.4246002,-98.4951405,1549295
CA0361000,San Bernardino,"San Bernardino,CA",CA,34.8253019,-116.0833144,225448
CA0370000,San Diego,"San Diego,CA",CA,32.7174202,-117.162772,498387
CA0371100,San Diego,"San Diego,CA",CA,32.7174202,-117.162772,1409432
CA0380100,San Francisco,"San Francisco,CA",CA,37.7879363,-122.4075201,815330
CA0431300,San Jose,"San Jose,CA",CA,37.3361663,-121.890591,994435
TX1050100,San Marcos,"San Marcos,TX",TX,29.8826436,-97.9405828,75924
CA0410000,San Mateo,"San Mateo,CA",CA,37.496904,-122.3330573,127999
CA0411600,San Mateo,"San Mateo,CA",CA,37.496904,-122.3330573,102362
CA0210900,San Rafael,"San Rafael,CA",CA,37.9747795,-122.5316686,59670
UT0180500,Sandy,"Sandy,UT",UT,40.5710454,-111.8953815,91841
CA0431400,Santa Clara,"Santa Clara,CA",CA,37.2333253,-121.6846349,134290
CA0440000,Santa Cruz,"Santa Cruz,CA",CA,37.050096,-121.99059,125144
CA0440200,Santa Cruz,"Santa Cruz,CA",CA,37.050096,-121.99059,62473
NM0260100,Santa Fe,"Santa Fe,NM",NM,35.6876096,-105.938456,91268
CA0420400,Santa Maria,"Santa Maria,CA",CA,34.9531295,-120.435857,111741
CA0196500,Santa Monica,"Santa Monica,CA",CA,34.0194704,-118.491227,90193
CA0490500,Santa Rosa,"Santa Rosa,CA",CA,38.4404925,-122.7141049,177414
FL0580000,Sarasota,"Sarasota,FL",FL,,,287365
NY0450000,Saratoga,"Saratoga,NY",NY,,,185003
UT0252200,Saratoga Springs,"Saratoga Springs,UT",UT,40.3862792,-111.9130188,63550
NB0770000,Sarpy,"Sarpy,NE",NE,,,102219
IL0162A00,Schaumburg,"Schaumburg,IL",IL,42.0333608,-88.083406,76773
NY0460100,Schenectady,"Schenectady,NY",NY,42.8142432,-73.9395687,69786
AZ0072500,Scottsdale,"Scottsdale,AZ",AZ,33.4942189,-111.926018,247258
PA0350400,Scranton,"Scranton,PA",PA,41.4086874,-75.6621294,75837
WASPD0000,Seattle,"Seattle,WA",WA,47.6038321,-122.330062,791503
KS0460900,Shawnee,"Shawnee,KS",KS,39.0273676,-95.7627535,70311
TN0790000,Shelby,"Shelby,TN",TN,,,140049
MI5074000,Shelby Township,"Shelby Township,MI",MI,43.5974492,-86.3379509,80698
LA0090100,Shreveport,"Shreveport,LA",LA,32.5135356,-93.7477839,171284
CA0560900,Simi Valley,"Simi Valley,CA",CA,34.2677404,-118.7538071,125637
IA0970100,Sioux City,"Sioux City,IA",IA,42.4966815,-96.4058782,87123
SD0490200,Sioux Falls,"Sioux Falls,SD",SD,43.5476008,-96.7293629,171808
IL0164A00,Skokie,"Skokie,IL",IL,42.0262972,-87.7521069,65401
TX2120000,Smith,"Smith,TX",TX,,,112051
TN0750200,Smyrna,"Smyrna,TN",TN,35.9824598,-86.5199492,62133
MA0093900,Somerville,"Somerville,MA",MA,42.3875968,-71.0994968,82255
CA0490000,Sonoma,"Sonoma,CA",CA,,,131223
IN0710200,South Bend,"South Bend,IN",IN,41.6833813,-86.2500066,103804
UT0181800,South Jordan,"South Jordan,UT",UT,40.5584882,-111.9367107,88346
CA0411700,South San Francisco,"South San Francisco,CA",CA,37.6535403,-122.4168664,64363
MS0170100,Southaven,"Southaven,MS",MS,34.9873822,-90.0034862,58174
MI6375100,Southfield,"Southfield,MI",MI,42.4733689,-83.2218731,76992
NV0160200,Sparks,"Sparks,NV",NV,39.5404679,-119.7487235,112191
WA0320400,Spokane,"Spokane,WA",WA,47.6571934,-117.42351,230962
WA0321500,Spokane Valley,"Spokane Valley,WA",WA,47.6571104,-117.2613936,109455
VA0880000,Spotsylvania,"Spotsylvania,VA",VA,,,155427
TN0600300,Spring Hill,"Spring Hill,TN",TN,35.751179,-86.9300023,40468
IL0840200,Springfield,"Springfield,IL",IL,39.7990175,-89.6439575,112595
MA0071800,Springfield,"Springfield,MA",MA,42.1018764,-72.5886727,154390
MO0390300,Springfield,"Springfield,MO",MO,37.2081729,-93.2922715,170956
OH0120200,Springfield,"Springfield,OH",OH,39.9234046,-83.810138,58026
OR0200600,Springfield,"Springfield,OR",OR,44.0462362,-123.0220289,61013
MO0920300,St Charles,"St Charles,MO",MO,38.7877791,-90.6747372,72881
MO0922400,St Charles,"St Charles,MO",MO,38.7877791,-90.6747372,120397
IN0710000,St Joseph,"St Joseph,IN",IN,,,110648
MO0110100,St Joseph,"St Joseph,MO",MO,39.7686055,-94.8466322,70838
MO0950000,St Louis,"St Louis,MO",MO,38.6254063,-90.190009,400341
MOSPD0000,St Louis,"St Louis,MO",MO,38.6254063,-90.190009,274819
MO0920400,St Peters,"St Peters,MO",MO,38.791612,-90.5958468,62360
MI5072200,St. Clair Shores,"St. Clair Shores,MI",MI,42.4969652,-82.8890965,57908
MN0730400,St. Cloud,"St. Cloud,MN",MN,45.5616075,-94.1642004,57723
UT0270100,St. George,"St. George,UT",UT,37.1098772,-113.5832063,109020
MD0190000,St. Mary's,"St. Mary's,MD",MD,,,116720
MN0620900,St. Paul,"St. Paul,MN",MN,44.9497487,-93.0931028,307657
VA0890000,Stafford,"Stafford,VA",VA,,,172285
CT0013500,Stamford,"Stamford,CT",CT,41.0534302,-73.5387341,140066
OH0760000,Stark,"Stark,OH",OH,,,112595
PA0140300,State College,"State College,PA",PA,40.7944504,-77.8616386,57940
MI5076500,Sterling Heights,"Sterling Heights,MI",MI,42.5803122,-83.0302033,134402
CA0390500,Stockton,"Stockton,CA",CA,37.9577016,-121.290779,325985
CT0013800,Stratford,"Stratford,CT",CT,41.1923646,-73.1304917,53961
VA1270000,Suffolk,"Suffolk,VA",VA,36.7281341,-76.5834683,105574
TX0790500,Sugar Land,"Sugar Land,TX",TX,29.6196787,-95.6349463,109606
CA0431600,Sunnyvale,"Sunnyvale,CA",CA,37.3688301,-122.036349,157191
AZ0072700,Surprise,"Surprise,AZ",AZ,33.629247,-112.3681428,173922
WA0270300,Tacoma,"Tacoma,WA",WA,47.2455013,-122.438329,230369
MA0031900,Taunton,"Taunton,MA",MA,41.9019257,-71.0931485,62418
MI8277500,Taylor,"Taylor,MI",MI,42.240872,-83.2696509,61146
AZ0072900,Tempe,"Tempe,AZ",AZ,33.4255117,-111.940016,191348
TX0140700,Temple,"Temple,TX",TX,31.0983747,-97.3429563,99965
IN0840100,Terre Haute,"Terre Haute,IN",IN,39.4667025,-87.4139119,58565
TX0840900,Texas City,"Texas City,TX",TX,29.396013,-94.9175485,59365
CO0010400,Thornton,"Thornton,CO",CO,39.8695516,-104.985181,147837
CA0560700,Thousand Oaks,"Thousand Oaks,CA",CA,34.1705609,-118.8375937,123592
WA0340000,Thurston,"Thurston,WA",WA,,,146249
OR0340400,Tigard,"Tigard,OR",OR,45.4307473,-122.771933,57885
IL0165M00,Tinley Park,"Tinley Park,IL",IL,41.5733669,-87.7844944,46948
OH0480700,Toledo,"Toledo,OH",OH,41.6529143,-83.5378173,264490
CA0197200,Torrance,"Torrance,CA",CA,33.8371392,-118.3413606,137914
CA0390600,Tracy,"Tracy,CA",CA,37.7385507,-121.420139,101835
TX2270000,Travis,"Travis,TX",TX,,,288003
MI6378400,Troy,"Troy,MI",MI,42.6055893,-83.1499304,89741
AZ0100300,Tucson,"Tucson,AZ",AZ,32.2228765,-110.974847,556898
CA0540000,Tulare,"Tulare,CA",CA,36.2516475,-118.852583,133411
CA0540600,Tulare,"Tulare,CA",CA,36.2516475,-118.852583,73442
OK0720500,Tulsa,"Tulsa,OK",OK,36.1563122,-95.9927516,409652
CA0302200,Tustin,"Tustin,CA",CA,33.7458511,-117.826166,78611
ID0420200,Twin Falls,"Twin Falls,ID",ID,42.5558542,-114.4700684,56494
TX2120400,Tyler,"Tyler,TX",TX,32.3512601,-95.3010624,113759
NC0900000,Union,"Union,NC",NC,,,179357
PA0233700,Upper Darby,"Upper Darby,PA",PA,39.9283632,-75.2737099,86160
NY0320200,Utica,"Utica,NY",NY,43.1009031,-75.2326641,63288
CA0480600,Vacaville,"Vacaville,CA",CA,38.3565773,-121.9877444,104462
CA0480700,Vallejo,"Vallejo,CA",CA,38.1040864,-122.2566367,122870
CA0560800,Ventura,"Ventura,CA",CA,34.4458248,-119.0779359,109633
TX2350100,Victoria,"Victoria,TX",TX,28.8026443,-96.9766308,66142
VA1280000,Virginia Beach,"Virginia Beach,VA",VA,36.8496579,-75.9760751,454805
CA0540700,Visalia,"Visalia,CA",CA,36.3302284,-119.292058,147414
TX1551200,Waco,"Waco,TX",TX,31.5491899,-97.1474628,148165
NC0920000,Wake,"Wake,NC",NC,,,193737
NC0920700,Wake Forest,"Wake Forest,NC",NC,35.9803138,-78.5103731,55671
CA0071200,Walnut Creek,"Walnut Creek,CA",CA,37.9020731,-122.0618702,70970
MA0094700,Waltham,"Waltham,MA",MA,42.3762385,-71.2355644,66089
GA0760200,Warner Robins,"Warner Robins,GA",GA,32.6200973,-83.606568,87034
MI5080600,Warren,"Warren,MI",MI,42.4932575,-83.0062746,137310
OH0830000,Warren,"Warren,OH",OH,,,104684
RI0020300,Warwick,"Warwick,RI",RI,41.6992717,-71.4586114,83590
DCMPD0000,Washington,"Washington,DC",DC,,,693645
MD0220000,Washington,"Washington,MD",MD,,,104674
OR0340000,Washington,"Washington,OR",OR,,,244106
NV0160000,Washoe,"Washoe,NV",NV,,,110297
MI8118100,Washtenaw,"Washtenaw,MI",MI,,,162060
CT0015100,Waterbury,"Waterbury,CT",CT,41.5539066,-73.0438067,116419
MI6380800,Waterford Township,"Waterford Township,MI",MI,42.6706391,-83.3896241,70573
IA0070300,Waterloo,"Waterloo,IA",IA,42.498275,-92.3328743,67531
WI0680500,Waukesha,"Waukesha,WI",WI,43.0622536,-88.3123889,71542
NJ0161400,Wayne Township,"Wayne Township,NJ",NJ,40.9018775,-74.2633633,53903
WI0411600,West Allis,"West Allis,WI",WI,43.0166806,-88.0070315,59618
MI6381500,West Bloomfield Township,"West Bloomfield Township,MI",MI,42.5684073,-83.3740333,66804
OH0091500,West Chester Township,"West Chester Township,OH",OH,39.3359319,-84.4155616,64911
CA0197500,West Covina,"West Covina,CA",CA,34.0686208,-117.9389526,106374
IA0770500,West Des Moines,"West Des Moines,IA",IA,41.5644476,-93.7594059,49496
CT0015500,West Hartford,"West Hartford,CT",CT,41.7620447,-72.7420399,64453
CT0015600,West Haven,"West Haven,CT",CT,41.2706527,-72.9470471,55336
UT0180600,West Jordan,"West Jordan,UT",UT,40.6061337,-111.9395211,116603
NJ0091200,West New York,"West New York,NJ",NJ,40.7856117,-74.0093129,53036
UT0182500,West Valley,"West Valley,UT",UT,36.5403117,-114.4443529,137688
IN0290400,Westfield,"Westfield,IN",IN,40.0428151,-86.1274888,67775
MI8281700,Westland,"Westland,MI",MI,42.3238056,-83.4005321,82161
CA0302400,Westminster,"Westminster,CA",CA,33.7578725,-117.9859054,89231
CO0010500,Westminster,"Westminster,CO",CO,39.8366528,-105.0372046,69026
MA0112700,Weymouth,"Weymouth,MA",MA,42.2212188,-70.9391625,60691
TX2430500,Wichita Falls,"Wichita Falls,TX",TX,33.9004572,-98.5020777,102344
IL0990000,Will,"Will,IL",IL,,,103299
TX2460000,Williamson,"Williamson,TX",TX,,,194532
NC0650200,Wilmington,"Wilmington,NC",NC,34.2352853,-77.9487284,127752
NC0340200,Winston-Salem,"Winston-Salem,NC",NC,36.0998131,-80.2440518,257431
MN0821100,Woodbury,"Woodbury,MN",MN,44.919896,-92.9339449,81929
MA0146000,Worcester,"Worcester,MA",MA,42.2625621,-71.8018877,212985
MN0860000,Wright,"Wright,MN",MN,,,135626
TX0430800,Wylie,"Wylie,TX",TX,33.0151561,-96.5388038,60956
MI4183400,Wyoming,"Wyoming,MI",MI,42.9132581,-85.7057035,79015
WA0390500,Yakima,"Yakima,WA",WA,46.601557,-120.510842,97467
AZ0130000,Yavapai,"Yavapai,AZ",AZ,,,97732
